,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30,short_answer31,short_answer32,short_answer33,short_answer34,short_answer35,short_answer36,short_answer37,short_answer38,short_answer39,short_answer40,short_answer41,short_answer42,short_answer43,short_answer44,short_answer45,short_answer46,short_answer47,short_answer48,short_answer49,short_answer50
0,Sohrai,jharkhand which festival is associated with cattle worship,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sohrai,Sohrai,Sohrai,Sohrai,Sohrai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cambodian Civil War,why was there a civil war in cambodia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kumkuma,what is the meaning of kumkum in english,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Renaissance humanism,who were the humanists and what did they attempt to do,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cowboy Bebop: The Movie,when does knocking on heavens door take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Celebs Go Dating,when did celebs go dating go cape verde,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Zimbabwe,what led to a decline in great zimbabwe (5 points),"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,United States Declaration of Independence,who was the declaration of independence written for,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Second Continental Congress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cell nucleus,what is the center of heredity in a cell,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",nucleus,Cell nuclei,chromosome,the nucleus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Stretchin' Out in Bootsy's Rubber Band,bootsy collins i rather be with you song,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of Hawaii,when did the first immigrants come to hawaii,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","sometime between 124 and 800 CE , with some theories dating the earliest Polynesian settlements to the 10th or even 13th century",Around 1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Michael Buffer,who coined the phrase let get ready to rumble,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Michael Buffer,Michael Buffer,Michael Buffer,Michael Buffer,Michael Buffer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Santa Clause 2,who plays tim allen's wife in the santa clause,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Constitutional Convention (United States),who were some of the delegates to the constitutional convention of 1787,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Thursday Night Football,who played the first nfl thursday night football game,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Kansas City Chiefs,Denver Broncos,Kansas City Chiefs,Denver Broncos,the Kansas City Chiefs,the visiting Denver Broncos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pokémon Trading Card Game,how many different kinds of pokemon cards are there,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,NHS foundation trust,what is foundation trust status in the nhs,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",semi-autonomous organisational units within the National Health Service in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Gandhi Nagar, Delhi",nearest metro station to gandhi nagar in delhi,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Shastri Park metro station,Shastri Park metro station,Shastri Park metro station,Shastri Park metro station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of Colombia,what was colombia like in the 1980s and 1990s,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cyndi Grecco,who sang the theme song for laverne and shirley,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Cyndi Grecco,Cyndi Grecco,Cyndi Grecco,Cyndi Grecco,Cyndi Grecco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Day of the Dead,when does the day of the dead end,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",November 2,November 2,November 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Product life-cycle theory,who did develop the abandonment stage in the plc,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of In Living Color cast members,who was the dj on in living color,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",DJ Twist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Grand National winners,last time the favourite won the grand national,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of One-Punch Man episodes,where does one punch man get his power,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of airports in India,list of all the international airports in india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Gas laws,the temperature of gas is proportional to the,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",volume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Daisy Bell,but you look sweet upon the seat of a bicycle built for two,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sandor Clegane,who fights the hound in game of thrones,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Lykan HyperSport,fast and furious 7 red car abu dhabi,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The Lykan Hypersport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jason Stackhouse,does jason become a werepanther in true blood,"['YES', 'NO', 'YES', 'NO', 'NO']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American Horror Story: Roanoke,what is the name of season 6 of american horror story,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",American Horror Story : Roanoke,American Horror Story : Roanoke,American Horror Story : Roanoke,American Horror Story : Roanoke,Roanoke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of oldest surviving professional wrestlers,who is the oldest wrestler that is still wrestling,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Dory Funk Jr .,Dory Funk Jr .,Dory Funk Jr .,Dory Funk Jr .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somebody's Watching Me,who sings i always feel like somebodys watching me,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Penny Black,who created the very first adhesive postage stamp and what year,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sir Rowland Hill,1837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Cut (cards),do you cut cards to the left or right,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",right,typically the player to the dealer 's right,right,typically the player to the dealer 's right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of San Antonio,who were the first settlers in san antonio,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",varying cultures of indigenous peoples,varying cultures of indigenous peoples,Spanish,Spanish explorers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Traveling Wilburys,who were the members of the traveling wilburys group,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Bob Dylan,George Harrison,Jeff Lynne,Roy Orbison,Tom Petty,Bob Dylan,George Harrison,Jeff Lynne,Roy Orbison,Tom Petty,Bob Dylan,George Harrison,Jeff Lynne,Roy Orbison,Tom Petty,Bob Dylan,George Harrison,Jeff Lynne,Roy Orbison,Tom Petty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,How Can You Mend a Broken Heart,who sang how can you mend a broken heart first,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Bee Gees,the Bee Gees,Bee Gees,the Bee Gees,the Bee Gees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I'm in the Mood for Love (Eddie Fisher album),eddie fisher i'm in the mood for love,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,What's My Line?,who was the original host of what's my line,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",John Daly,John Daly,John Daly,John Daly,John Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pat McCormick (actor),who played big enos in smokey and the bandit,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Pat McCormick,Pat McCormick,Pat McCormick,Pat McCormick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,LL Cool J,what movies does ll cool j die in,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,You Can't Always Get What You Want,who sings you can't get what you want,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Rolling Stones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nuclear power in India,history of development of nuclear energy in india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Massachusetts Compromise,how did the federalists and anti federalists compromise,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","the adoption of the first ten amendments , the Bill of Rights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Product/market fit,product-market fit means being in a good market with a product that can satisfy that market,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Mark Andreessen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Kidney transplantation,where do kidneys for kidney transplant come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",deceased - donor ( formerly known as cadaveric ),living - donor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dendrochronology,the cross section of a stem of tree has 50 rings what is the age of the tree,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Microphone,when was the microphone first used in music,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,McChicken,what is on a mcchicken sandwich from mcdonalds,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","a toasted wheat bun , a breaded chicken patty , shredded lettuce , and mayonnaise",a toasted wheat bun,a breaded chicken patty,shredded lettuce,mayonnaise,a breaded chicken patty,shredded lettuce,mayonnaise,a breaded chicken patty,shredded lettuce,mayonnaise,toasted wheat bun,breaded chicken patty,shredded lettuce,mayonnaise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Search for Santa Paws,who plays janie in the search for santa paws,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",G. Hannelius,G. Hannelius,G. Hannelius,G. Hannelius,G. Hannelius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Big Ten Network,what channel is big 10 network on fios,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",85 ( SD ),585 ( HD ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sex and the City,where does sex and the city take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New York City,New York City,New York City,New York City,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bank of England 10s note,when did 10 shilling note go out of circulation,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",22 November 1970,1970,1970,1970,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Golden State Warriors,what year did the golden state warriors win their first nba championship,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1947,1947,1947,1947,1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pelton wheel,the number of buckets on the periphery of a pelton wheel is given by,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Gruffalo,where does the snake live in the gruffalo,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,One-drop rule,why is there a black baby on this is us,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pop Goes the Weasel,where did the phrase pop goes the weasel come from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Behaviorism,who is considered the father of modern behaviorism,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",John B. Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,North American Union,joined mexico and the united states to form nafta,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ranjit Sagar Dam,ranjit sagar dam has builded over which river,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the Ravi River,the Ravi River,the Ravi River,the Ravi River,Ravi River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Valinor,where do the elves go on the boat in lord of the rings,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Valinor ( Land of the Valar ),Valinor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Planet of the Apes (1968 film),where was the original planet of the apes filmed at,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",California,Utah,Arizona,"Lake Powell , Glen Canyon National Recreation Area",in northern Arizona,"on the Fox Ranch in Malibu Creek State Park , northwest of Los Angeles",on a stretch of California seacoast between Malibu and Oxnard,"in a secluded cove on the far eastern end of Westward Beach , between Zuma Beach and Point Dume in Malibu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Felix Baumgartner,who is the guy that jumped from space,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Felix Baumgartner,Felix Baumgartner,Felix Baumgartner,Felix Baumgartner,Felix Baumgartner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hospice care in the United States,what is the average time in hospice care,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",57 days,57 days,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Political party,discuss five ways in which political parties compete for power,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of To Kill a Mockingbird characters,calpurnia son name in to kill a mockingbird,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Zeebo,Zeebo,James Zeebo,Zeebo,Zeebo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017 American League Championship Series,who won the american league pennant in 2017,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Houston Astros,the Houston Astros,Houston Astros,the Houston Astros,the Houston Astros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Hollywood,when did hollywood become the centre of the film industry,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1912,By 1912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vasomotor center,where are the cardiac and vasomotor centers found,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the medulla oblongata,medulla oblongata,medulla oblongata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"Tri-Cities, Washington",what is the population of the tri-cities washington,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","283,846","283,846","over 300,000","283,846",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Phi Beta Kappa,how does one become a member of phi beta kappa,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Colonies in antiquity,cities in europe that were once greek colonies,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Army ant,where do army ants live in the rainforest,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,A Christmas Story: The Musical,who wrote the music for christmas story live,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Pasek and Paul,Pasek & Paul,Benj Pasek,Justin Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,El Dorado (1966 film),who played maudie in the movie el dorado,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Charlene Holt,Charlene Holt,Charlene Holt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Think We're Alone Now,who sang the song i think we're alone now,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Tommy James and the Shondells,Tiffany,Tommy James and the Shondells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mexico at the 2018 Winter Olympics,when does mexico play in the winter olympics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",9 to 25 February 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Music history of the United States during the colonial era,when did public concerts being to take place in colonial america,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,HTTPS,what is the meaning of https //,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Hypertext Transfer Protocol ( HTTP ) for secure communication,Hypertext Transfer Protocol ( HTTP ) for secure communication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Abacus,when was the abacus invented in ancient china,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2nd century BC,2nd century BC,written documentation of the Chinese abacus dates to the 2nd century BC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nurses' Health Study,the nurses' health study is an example of what type of study,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","a series of prospective studies that examine epidemiology and the long - term effects of nutrition , hormones , environment , and nurses ' work - life on health and disease development",prospective,long - term,prospective,prospective studies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Net neutrality,what do you need to know about net neutrality,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Rock and Roll Hall of Fame inductees,when were the beatles inducted into the rock and roll hall of fame,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1988,1988,1988,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ariana Richards,who plays the little girl in jurassic park,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Ariana Clarice Richards,Ariana Clarice Richards,Ariana Clarice Richards,Ariana Clarice Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Dutch colonization of the Americas,who took over the dutch colony in north america,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",English,"an English naval expedition ordered by Prince James , Duke of York and of Albany ( later King James II & VII )",England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Article Two of the United States Constitution,where in the constitution is the executive branch referenced,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Article Two,Article Two,Article Two,Article Two,Article Two,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Vikings (season 5),when is the second half of vikings season 5 coming out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2018,2018,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Back to the Beach,the bird is the word pee wee herman,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Spearman's rank correlation coefficient,• when is a spearman correlation meant to be used instead of a pearson correlation,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",assesses monotonic relationships ( whether linear or not ),"Pearson 's correlation assesses linear relationships , Spearman 's correlation assesses monotonic relationships ( whether linear or not )",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Travel in Classical antiquity,how long did it take to travel in ancient rome,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2018 Winter Olympics,what is the official slogan for the 2018 winter olympics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Passion . Connected .,Passion . Connected .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Shed a Light,robin schulz & david guetta - shed a light,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ranger's Apprentice,who is the author of ranger in time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Let them eat cake,who coined the phrase let them eat cake,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Jean - Jacques Rousseau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Treaty of Tordesillas,who claimed land in south america for portugal,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",John II of Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,V(D)J recombination,which gene segments code for the variable region of the heavy chain,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,South Asia,sri lanka belongs to which part of asia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",South Asia,South Asia,South Asia,South Asia,South Asia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Large denominations of United States currency,when was the $1 000 bill discontinued,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","July 14 , 1969",1969,"December 27 , 1945","July 14 , 1969",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Santa Clarita Diet,who plays the principal in santa clarita diet,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Thomas Lennon,Thomas Lennon,Thomas Lennon,Thomas Lennon,Thomas Lennon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Greater-than sign,what is the sign of greater and less than,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rural area,which of the following is not a characteristic of the core regions,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of rivers of India,east flowing rivers from north to south in india,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Star Wars Battlefront II (2017 video game),when does star wars battlefront 2 com out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","November 17 , 2017","November 17 , 2017","November 17 , 2017","November 17 , 2017","November 17 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
