,document_title,question_text,yes_no_answer,short_answer1,short_answer2,short_answer3,short_answer4,short_answer5,short_answer6,short_answer7,short_answer8,short_answer9,short_answer10,short_answer11,short_answer12,short_answer13,short_answer14,short_answer15,short_answer16,short_answer17,short_answer18,short_answer19,short_answer20,short_answer21,short_answer22,short_answer23,short_answer24,short_answer25,short_answer26,short_answer27,short_answer28,short_answer29,short_answer30
0,66th Academy Awards,who won an oscar for schindler's list,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Steven Spielberg,Gerald R. Molen,Branko Lustig,Steven Zaillian,John Williams,Allan Starski,Ewa Braun,Michael Kahn,Janusz Kamiński,Steven Spielberg,Gerald R. Molen,Branko Lustig,Steven Zaillian,John Williams,Allan Starski,Ewa Braun,Janusz Kamiński,Michael Kahn,,,,,,,,,,,,
0,Parliament of England,when was the first parliament opened and who was the first speaker,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Bromophenol blue,what is the purpose of the bromophenol blue dye in the samples,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",a pH indicator,a color marker,a dye,as a pH indicator,a color marker,a dye,,,,,,,,,,,,,,,,,,,,,,,,
0,Where Do We Go from Here (Vanessa Williams song),where do we go from here the song,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"I Love You, Man",who plays zoey in i love you man,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Rashida Jones,Rashida Jones,Rashida Jones,Rashida Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Mercy Mercy Me (The Ecology),what is mercy mercy me by marvin gaye about,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",sorrow regarding the environment,the environment,sorrow regarding the environment,the environment,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Species,when are organisms considered to belong to the same species,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Alamo Mission in San Antonio,when was the mission san antonio de valero built,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the 18th century,1718,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Qui tam,federal false claims act and qui tam litigation,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Battle of Ypres,when did the first battle of ypres end,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",22 November 1914,22 November 1914,22 November 1914,22 November 1914,22 November 1914,,,,,,,,,,,,,,,,,,,,,,,,,
0,Son (novel),how many chapters are in son by lois lowry,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Trough level,what is peak and trough in relation to antibiotic therapy,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of One Day International cricket double centuries,who had the best strike rate among batsmen who scored over 200 runs in the world cup,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Chris Gayle,Rohit Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Corporate social responsibility,when is the segment making a contribution to the corporate bottom line,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Taking Chance,is the movie taking chance a true story,"['YES', 'YES', 'YES', 'YES', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Utang na loob,what is the meaning of utang na loob,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",`` a debt of one 's inner self ( loob ) . '',a debt of one 's inner self,a debt of one 's inner self,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Brawl Stars,when does brawl stars come to the usa,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,End of World War II in Asia,how did ww2 end in europe and the pacific,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of best-selling music artists,who has sold the most country albums of all time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Electric chair,when did they stop using the electric chair in america,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Prisoners (Temporary Discharge for Ill Health) Act 1913,when was the cat and mouse act introduced,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",1913,1913,1913,1913,1913,,,,,,,,,,,,,,,,,,,,,,,,,
0,Law & Order: Special Victims Unit (season 18),when does season 18 of law and order svu start,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Wednesday , September 21 , 2016","Wednesday , September 21 , 2016","September 21 , 2016","Wednesday , September 21 , 2016","September 21 , 2016",,,,,,,,,,,,,,,,,,,,,,,,,
0,Lord Howe Island,when did lord howe island became a world heritage site,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",in 1982,1982,1982,in 1982,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sex and the City,where did they live in sex and the city,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New York City,New York City,New York City,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Calcutta Cup,when's the last time scotland won the calcutta cup,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2018,2018,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Jigsaw (2017 film),when does the new saw 8 come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","October 27 , 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017 Wimbledon Championships – Women's Singles,who won the 2017 women's wimbledon final,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Garbiñe Muguruza,Garbiñe Muguruza,Garbiñe Muguruza,Garbiñe Muguruza,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Criminal law,what is the main objective of criminal law,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Retribution,Deterrence,Incapacitation,Rehabilitation,Restoration,"proscribes conduct perceived as threatening , harmful , or otherwise endangering to the property , health , safety , and moral welfare of people",,,,,,,,,,,,,,,,,,,,,,,,
0,Villegas,where did the last name villegas originate from,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Ranch (TV series),what is the netflix show the ranch about,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","a dysfunctional family consisting of two brothers , their rancher father , and his divorced wife and local bar owner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Judges of the International Court of Justice,supreme court judge to serve as international court of justice,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Death Wish (2018 film),when does death wish with bruce willis come out on dvd,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Federal Reserve Board of Governors,who appoints the members of the board of governors of the federal reserve,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the President,the President of the United States,the President of the United States,the President of the United States,the President of the United States,,,,,,,,,,,,,,,,,,,,,,,,,
0,First-wave feminism,what was the result of the first wave of feminism,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of Cameroon,cameroun is made up of colonies from which two countries,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Four Marks of the Church,what is meant by the church is one,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","the oneness of the body , the church , through what Christians have in common , what they have communion in",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Indian spices,list of all spices in english and hindi,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Megalith,the most common form of megalithic architecture in europe is,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the portal tomb,portal tomb,the portal tomb,the portal tomb,portal tomb,,,,,,,,,,,,,,,,,,,,,,,,,
0,Wreck-It Ralph,who are bad guys in wreck it ralph,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Home and Family,where is hallmark channel home and family filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","Los Angeles , California","Los Angeles , California","Los Angeles , California","Los Angeles , California","Los Angeles , California",,,,,,,,,,,,,,,,,,,,,,,,,
0,Degrees of freedom (mechanics),number of degree of freedom for plane mechanism,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",six,two,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Pure Country,who plays dusty in the movie pure country,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",George Strait,George Strait,George Strait,George Strait,George Strait,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of dates for Easter,when was the last easter that fell on april 1st,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2018,2018,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Death March to the Parallel World Rhapsody,death march to parallel world rhapsody ep 5,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",The Crazy Princess That Started With a Death March,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Ghostbusters (2016 film),when is the new ghostbusters 2 coming out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Passion of the Christ,when did the passion of the christ come out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",2004,2004,"February 25 , 2004","February 25 , 2004",2004,,,,,,,,,,,,,,,,,,,,,,,,,
0,Assyrian captivity,who did the assyrians conquer in 722 bce,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","the ruling city of the Northern Kingdom of Israel , Samaria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,This Is the House That Jack Built,this is the house that jack built nursery rhyme lyrics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Sports in St. Louis,how many nfl teams has st louis had,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",four,four,four,four,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of Pro Football Hall of Fame inductees,how many players in football hall of fame,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",318,318 individuals,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Economy of Nazi Germany,how much money did germany spend in ww2,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Day the Music Died,who missed the plane the day the music died,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Waylon Jennings,Tommy Allsup,Waylon Jennings,Tommy Allsup,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Criminal Minds (season 9),does reid died in criminal minds season 9,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,River Irk,where does the river irk start and finish,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",east of Royton,merging with the River Irwell in Manchester city centre,"rises to the east of Royton and runs west past Chadderton , Middleton and Blackley before merging with the River Irwell in Manchester city centre",the east of Royton,the River Irwell in Manchester city centre,,,,,,,,,,,,,,,,,,,,,,,,,
0,A Walk Among the Tombstones (film),where was the movie a walk among the tombstones filmed,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New York City,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,History of the Great Wall of China,what dynasty completed the great wall of china,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Ming dynasty,Qing,Qin,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Virginia Plan,in what part of the great compromise are the ideas of the virginia plan represented the senate,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Criminal jurisdiction,what happens if one tries to hide out in another state after being charged with a crime constitution,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1984 Democratic National Convention,who gave a speech to the democratic national convention in 1984,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New York Governor Mario Cuomo,Senator Gary Hart,Rev. Jesse Jackson,Mario Cuomo,New York Governor Mario Cuomo,Senator Gary Hart,Rev. Jesse Jackson,Mario Cuomo,Gary Hart,Jesse Jackson,,,,,,,,,,,,,,,,,,,,
0,Prehistoric warfare,the first war in the history of mankind,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Derek Shepherd,what do meredith and derek name their son,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of most streamed songs on Spotify,who is the most downloaded artist of all time,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Universal Declaration of Human Rights,what is united nations declaration of human rights,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",consists of thirty articles affirming an individual 's rights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Instrument flight rules,when is a pilot on an ifr flight plan responsible for avoiding other aircraft,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Group 10 element,which of the following describes the element k,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of countries by population growth rate,countries having low and high growth rate of population,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2017 US Open – Women's Singles,who won women's singles us open 2017,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Sloane Stephens,Sloane Stephens,Sloane Stephens,Sloane Stephens,Sloane Stephens,,,,,,,,,,,,,,,,,,,,,,,,,
0,Null hypothesis,when do you retain or reject the null hypothesis,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Game of Thrones,when does game of thrones show in us,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Super Bowl ring,what nfl team has the most expensive super bowl ring,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",New England Patriots,New England Patriots,New England Patriots,New England Patriots,the New England Patriots,,,,,,,,,,,,,,,,,,,,,,,,,
0,Age requirements in gymnastics,what is the oldest age to be in the olympics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Somebody's Watching Me,i always feel like somebody is watching me lyrics,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Flash (season 4),when will the flash season 4 episode 14 coming out,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","February 27 , 2018","February 27 , 2018","February 27 , 2018","February 27 , 2018",,,,,,,,,,,,,,,,,,,,,,,,,,
0,Inca Empire,most of the ancient inca structures have been destroyed by earthquakes,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Russian Provisional Government,what event caused the duma to establish a provisional government in russia,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the abdication of Tsar Nicholas II of the Russian Empire,the abdication of Tsar Nicholas II of the Russian Empire on 2 March,the abdication of Tsar Nicholas II of the Russian Empire,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Book of Eli,in the book of eli was he blind,"['YES', 'YES', 'YES', 'YES', 'YES']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Phoenix Marketcity (Chennai),who is the owner of phoenix mall in chennai,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Phoenix Mills Limited and Sharyans Resources,Phoenix Mills Limited,Sharyans Resources,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Koko (gorilla),the nurse says the letter r is the name of this animal,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Procedures of the Supreme Court of the United States,a request to the supreme court that it review a case that was already decided is made via a(n),"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",a writ of certiorari,writ of certiorari,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,American entry into World War I,when did the usa join world war one,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",April 1917,"April 6 , 1917",April 1917,April 1917,in April 1917,,,,,,,,,,,,,,,,,,,,,,,,,
0,The Red Badge of Courage,where does the red badge of courage take place,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the field of battle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Don't Take Your Guns to Town,who sings don't take your guns to town,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Johnny Cash,Johnny Cash,U2,Johnny Cash,Johnny Cash,Johnny Cash,,,,,,,,,,,,,,,,,,,,,,,,
0,Unanimity,what was the problem with requiring a unanimous vote of the states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Rankings of universities in the United States,what is the number one university in the united states,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of songs recorded by KK,karna hai tere naal dance soniye mp3 download,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Peripheral nervous system,describe the structures and functions in the peripheral nervous system,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Nurse (Romeo and Juliet),what type of person is the nurse in romeo and juliet,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,List of European cities by population within city limits,5 cities with the highest population in europe,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Istanbul,Moscow,London,Saint Petersburg,Berlin,Istanbul,Moscow,London,Saint Petersburg,Berlin,,,,,,,,,,,,,,,,,,,,
0,EU-US Privacy Shield,what rights do eu citizens have under the privacy shield,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",the benefits of the US Privacy Act,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,"My Kinsman, Major Molineux",who is the young man in hawthorne's my kinsman major molineux,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Robin,"Robin , a youth",Robin,Robin,Robin,,,,,,,,,,,,,,,,,,,,,,,,,
0,Three-point field goal,when did the nba create the 3 point line,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",In the 1979 -- 80 season,the 1979 -- 80 season,1979 -- 80 season,the 1979 -- 80 season,In the 1979 -- 80 season,,,,,,,,,,,,,,,,,,,,,,,,,
0,2012 Aurora shooting,what theater number was the aurora shooting in,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",9,Theater 9,in Theater 9 at the Century 16 multiplex,9,9,,,,,,,,,,,,,,,,,,,,,,,,,
0,Back to You (Louis Tomlinson song),back to you by louis tomlinson bebe rexha,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Committee of Public Safety,what document produced during the french revolution was ignored by the committee of public safety,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Peloponnesian War,who won the peloponnesian war and how did they win,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Benjamin Stone (Law & Order character),who played ben stone son on law and order,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Michael Moriarty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Indian elephant,how many indian elephants are there in the world,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Grand Canyon,animals at the bottom of the grand canyon,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,As Told by Ginger,who sang the them song for as told by ginger,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Macy Gray,"Melissa Disney , in character as Ginger",Cree Summer,R&B artist Macy Gray,Macy Gray,Melissa Disney,Cree Summer,Macy Gray,,,,,,,,,,,,,,,,,,,,,,
0,List of The Big Bang Theory episodes,the big bang theory season 9 ep 6,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,Day of the Dead,where is dia de los muertos celebrated in mexico,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']","throughout Mexico , in particular the Central and South regions",the Central and South regions,October 31,"throughout Mexico , in particular the Central and South regions","throughout Mexico , in particular the Central and South regions",,,,,,,,,,,,,,,,,,,,,,,,,
0,Agriculture in the United States,how many farmers are there in the usa,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",3.2 million,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,I Can Only Imagine (MercyMe song),who wrote the country song i can only imagine,"['NONE', 'NONE', 'NONE', 'NONE', 'NONE']",Bart Millard,Bart Millard,Bart Millard,Bart Millard,,,,,,,,,,,,,,,,,,,,,,,,,,
